Total_Spending,Meat,Catalog,Wines,Income,Store,Web,Fish,Fruits,Sweets,Gold,Children,Parental_Status,NumWebVisitsMonth,Discount_Purchases,cluster
66.0,14,1,3,36790.0,2,2,15.0,3,21,10.0,0,0,9,1,2
37.0,16,0,12,27943.0,3,2,4.0,1,1,3.0,2,1,8,3,2
21.0,2,0,17,22263.0,3,1,0.0,0,0,2.0,2,1,6,2,2
22.0,5,0,8,30261.0,3,0,0.0,0,3,6.0,3,1,8,1,2
78.0,17,0,22,28587.0,4,2,12.0,4,10,13.0,1,1,6,3,2
79.0,29,0,14,43815.0,3,2,4.0,10,7,15.0,1,1,6,1,2
265.0,68,2,106,48195.0,5,4,52.0,27,7,5.0,2,1,6,6,1
1175.0,242,3,820,77027.0,6,8,45.0,57,0,11.0,1,1,4,2,1
1305.0,226,5,753,71322.0,13,8,69.0,43,10,126.5,1,1,4,2,1
46.0,17,0,13,32765.0,4,2,7.0,3,3,3.0,1,1,5,2,2
25.0,3,0,9,29672.0,3,0,0.0,1,4,8.0,2,1,6,1,2
46.0,6,0,19,23272.0,3,1,4.0,3,2,12.0,0,0,4,1,2
874.0,223,5,520,49912.0,7,10,32.0,8,49,42.0,1,1,8,4,1
100.0,17,1,5,7500.0,3,2,13.0,17,14,34.0,1,1,9,4,2
930.0,215,8,618,68117.0,4,11,0.0,44,17,36.0,1,1,6,2,1
868.0,322,2,315,67225.0,11,7,46.0,35,7,126.5,1,1,5,3,1
45.0,23,0,15,17649.0,3,3,0.0,1,5,1.0,1,1,8,3,2
1260.0,364,6,384,55914.0,8,11,119.0,60,81,126.5,1,1,7,4,1
414.0,92,2,110,40059.0,3,6,28.0,29,10,126.5,1,1,8,1,1
392.0,76,3,208,60905.0,7,3,36.0,17,17,38.0,1,1,2,2,1
1109.0,257,3,555,75330.0,12,10,93.0,81,61,61.0,2,1,6,4,1
639.0,216,4,240,60689.0,10,4,63.0,81,6,24.0,1,1,3,4,1
79.0,36,0,11,38680.0,3,2,15.0,0,5,12.0,1,1,7,1,2
1665.0,323,3,848,61416.0,10,10,120.5,81,61,78.0,0,0,6,1,0
692.0,197,4,202,49767.0,8,5,55.0,47,42,126.5,0,0,4,1,0
1392.0,556,6,433,83273.0,9,4,16.0,81,81,102.0,3,1,7,10,1
44.0,15,0,6,29009.0,3,2,10.0,6,5,2.0,1,1,6,2,2
50.0,7,0,37,45057.0,3,2,3.0,0,0,3.0,1,1,5,1,2
467.0,64,3,167,37150.0,6,4,49.0,37,34,116.0,1,1,7,8,1
223.0,99,1,45,43020.0,4,4,4.0,7,25,43.0,1,1,6,3,1
158.0,21,1,129,53154.0,4,3,0.0,0,1,7.0,1,1,4,1,2
1211.0,264,8,713,65308.0,12,7,120.0,0,80,34.0,0,0,4,1,0
1575.0,426,5,676,76467.0,5,2,120.5,81,44,58.0,1,1,6,2,0
1208.0,535,6,450,81044.0,10,5,73.0,26,81,26.0,0,0,1,1,0
43.0,12,0,22,32871.0,3,1,0.0,2,2,5.0,2,1,4,1,2
527.0,51,2,367,55801.0,6,7,6.0,4,4,95.0,2,1,7,6,1
932.0,214,3,526,76320.0,4,6,69.0,35,53,35.0,1,1,2,2,0
71.0,16,0,51,36927.0,3,3,0.0,0,0,4.0,2,1,8,2,2
54.0,11,0,25,48794.0,3,1,3.0,0,0,15.0,2,1,4,1,2
129.0,27,0,28,23478.0,3,3,12.0,6,17,39.0,0,0,8,1,2
1615.0,447,10,958,71128.0,12,2,20.0,81,0,31.0,1,1,7,3,1
1034.0,168,3,532,70179.0,13,7,69.0,81,44,126.5,1,1,5,3,1
1088.0,143,2,724,59462.0,12,9,0.0,17,8,126.5,1,1,7,2,1
721.0,48,10,375,51381.5,4,4,94.0,42,66,96.0,2,1,3,7,1
137.0,56,1,39,38361.0,3,3,20.0,0,8,14.0,1,1,7,3,2
47.0,15,0,23,51381.5,3,3,0.0,0,2,7.0,1,1,6,2,2
1244.0,348,4,587,70038.0,8,4,71.0,54,54,126.5,0,0,2,1,0
41.0,11,0,29,42554.0,3,2,0.0,1,0,0.0,2,1,4,2,2
1174.0,217,6,757,67445.0,12,9,29.0,80,80,11.0,1,1,6,5,1
993.0,133,5,544,67046.0,4,4,23.0,35,81,107.0,1,1,2,2,0
100.0,15,1,40,42192.0,3,2,17.0,15,6,7.0,0,0,4,1,2
1680.0,332,7,1225,77610.0,4,4,21.0,33,33,16.0,1,1,7,2,1
98.0,20,0,19,31761.0,4,3,16.0,1,14,28.0,1,1,5,2,2
48.0,15,0,16,34350.0,3,1,2.0,3,1,11.0,1,1,7,1,2
519.0,94,2,376,54591.0,8,6,12.0,4,9,24.0,1,1,5,3,1
715.0,178,3,184,71866.0,10,6,103.0,81,39,33.0,1,1,3,1,0
37.0,11,1,15,25293.0,2,1,0.0,0,2,9.0,1,1,8,1,2
653.0,267,2,124,42000.0,11,5,85.0,81,59,35.0,0,0,5,2,0
1455.0,414,6,627,69520.0,5,9,120.5,81,80,93.0,0,0,5,1,0
602.0,241,5,180,64713.0,7,5,13.0,60,54,54.0,1,1,4,2,1
26.0,4,1,14,27889.0,2,1,0.0,0,0,8.0,1,1,6,1,2
102.0,24,1,3,22123.0,3,2,34.0,3,7,31.0,0,0,5,1,2
97.0,16,1,71,51381.5,3,2,0.0,1,0,9.0,2,1,8,4,2
207.0,22,1,161,51381.5,4,4,0.0,0,0,24.0,1,1,6,2,2
176.0,46,0,8,27803.0,4,3,38.0,26,9,49.0,1,1,8,2,2
450.0,21,1,264,51381.5,5,6,12.0,0,6,126.5,1,1,7,3,1
433.0,23,2,293,51651.0,5,6,13.0,6,6,92.0,1,1,8,4,1
1366.0,385,7,758,68487.0,13,9,33.0,12,81,89.0,0,0,4,1,0
1564.0,490,5,532,51381.5,11,5,120.5,81,81,126.0,0,0,1,1,0
1001.0,161,9,656,56796.0,7,8,62.0,38,47,37.0,1,1,7,3,1
961.0,556,6,196,87000.0,7,4,67.0,25,17,49.0,0,0,2,1,0
1518.0,380,9,835,79823.0,7,6,114.0,73,73,43.0,1,1,2,1,0
56.0,15,1,16,30828.0,4,1,2.0,11,0,12.0,1,1,3,2,2
22.0,5,0,9,34109.0,3,0,2.0,1,1,4.0,1,1,4,1,2
400.0,140,1,229,53367.0,8,5,10.0,7,3,11.0,2,1,7,7,1
26.0,4,0,0,22390.0,2,1,15.0,1,1,5.0,0,0,7,1,2
350.0,124,1,121,71322.0,7,4,24.0,24,15,42.0,1,1,2,1,1
1216.0,125,10,471,79244.0,7,4,120.5,81,61,126.5,0,0,1,1,0
874.0,223,5,520,49912.0,7,10,32.0,8,49,42.0,1,1,8,4,1
40.0,10,0,26,48699.0,3,1,2.0,1,0,1.0,2,1,5,1,2
1367.0,445,7,240,80144.0,8,3,120.5,81,81,108.0,0,0,1,1,0
264.0,26,1,178,54252.0,5,4,8.0,4,4,44.0,2,1,6,5,1
2053.0,278,4,1225,81929.0,10,4,49.0,55,0,126.5,1,1,6,2,1
1376.0,128,3,1115,76068.0,4,2,33.0,12,12,76.0,1,1,6,1,1
45.0,8,0,29,53204.0,3,1,2.0,0,0,6.0,2,1,4,1,2
976.0,356,7,529,67911.0,11,6,63.0,0,28,0.0,1,1,3,3,1
51.0,8,0,13,14796.0,3,1,7.0,3,4,16.0,1,1,9,2,2
1264.0,230,4,934,78128.0,6,8,16.0,24,24,36.0,1,1,3,2,0
75.0,11,0,2,14188.0,4,2,16.0,7,12,27.0,0,0,6,1,2
57.0,5,0,4,20425.0,3,2,3.0,12,16,17.0,1,1,7,2,2
140.0,44,1,62,58646.0,4,2,6.0,1,5,22.0,1,1,4,1,2
497.0,179,2,158,72967.0,8,7,0.0,35,0,125.0,1,1,5,2,1
266.0,39,1,173,48150.0,4,5,3.0,2,2,47.0,1,1,7,3,1
2006.0,556,3,830,82332.0,12,5,51.0,59,79,19.0,0,0,2,1,0
615.0,253,2,189,58275.0,7,8,56.0,10,43,64.0,2,1,7,6,1
1021.0,133,3,728,44953.0,13,7,11.0,17,8,124.0,0,0,6,1,0
22.0,9,0,7,34587.0,3,1,2.0,2,0,2.0,2,1,4,2,2
133.0,17,2,35,43018.0,2,2,7.0,4,6,64.0,1,1,5,1,2
437.0,180,1,188,45736.0,6,7,20.0,3,3,43.0,1,1,7,5,1
1013.0,152,8,742,66476.0,10,6,25.0,28,9,57.0,1,1,4,2,1
57.0,5,0,0,27733.0,3,2,26.0,7,2,17.0,1,1,7,2,2
1038.0,174,8,750,69805.0,11,6,13.0,71,10,20.0,1,1,2,2,1
1573.0,450,10,816,72217.0,8,3,55.0,42,56,126.5,0,0,2,1,0
28.0,8,1,5,25818.0,2,0,2.0,2,2,9.0,1,1,7,1,2
123.0,56,0,37,37509.0,4,3,12.0,5,8,5.0,1,1,7,2,2
13.0,4,0,4,25176.0,2,1,0.0,0,0,5.0,2,1,7,1,2
132.0,11,0,99,43586.0,4,3,4.0,2,0,16.0,1,1,8,3,2
732.0,98,2,176,53230.0,12,5,120.5,72,21,126.5,1,1,5,4,1
66.0,10,0,54,50116.0,4,1,0.0,0,0,2.0,2,1,5,2,2
1631.0,414,6,997,84906.0,12,5,99.0,15,30,76.0,0,0,2,1,0
608.0,107,1,356,61286.0,8,7,19.0,0,9,117.0,1,1,5,2,1
1822.0,359,3,1225,82333.0,10,4,46.0,0,81,17.0,0,0,2,1,0
1282.0,292,4,890,65220.0,7,8,0.0,63,25,12.0,0,0,6,4,1
8.0,2,0,4,33590.0,2,1,0.0,0,0,2.0,3,1,7,1,2
43.0,14,0,17,30992.0,3,1,7.0,0,3,2.0,1,1,7,1,2
1931.0,556,6,960,72309.0,8,5,50.0,0,38,0.0,0,0,3,1,0
8.0,2,0,2,117416.25,0,0,1.0,1,1,1.0,0,0,0,0,2
103.0,2,1,1,16005.0,2,2,20.0,3,30,47.0,1,1,8,3,2
1169.0,500,5,240,65487.0,6,3,120.5,67,0,126.5,0,0,2,3,0
395.0,61,2,301,58692.0,4,8,4.0,11,7,11.0,1,1,7,1,1
258.0,50,4,154,40590.0,3,3,6.0,0,11,37.0,2,1,6,5,1
25.0,6,1,2,20587.0,2,1,4.0,3,1,9.0,1,1,7,1,2
185.0,48,2,104,62637.0,5,2,4.0,12,12,5.0,1,1,2,1,2
180.0,37,2,70,29435.0,2,3,4.0,3,2,64.0,2,1,9,4,2
22.0,9,0,2,19346.0,3,1,3.0,0,6,2.0,1,1,8,1,2
44.0,11,0,23,35788.0,3,2,3.0,2,1,4.0,2,1,6,2,2
94.0,12,1,43,36997.0,4,2,8.0,4,0,27.0,2,1,5,5,2
81.0,11,0,4,23539.0,4,2,16.0,24,1,25.0,0,0,6,1,2
798.0,92,4,654,65333.0,8,9,0.0,7,15,30.0,1,1,6,7,1
1334.0,170,3,912,78499.0,4,11,47.0,72,36,97.0,0,0,4,1,0
38.0,8,0,25,29732.0,2,2,0.0,0,1,4.0,1,1,9,1,2
61.0,22,1,24,41275.0,3,3,0.0,4,2,9.0,3,1,5,4,2
300.0,114,1,141,63516.0,7,4,15.0,11,14,5.0,2,1,5,4,1
88.0,13,1,71,42769.0,4,1,3.0,0,1,0.0,1,1,4,2,2
54.0,16,0,35,49572.0,3,2,0.0,1,1,1.0,2,1,7,2,2
1782.0,556,3,496,69209.0,6,5,120.5,32,48,126.5,0,0,4,2,0
68.0,11,1,9,17148.0,3,3,13.0,9,10,16.0,1,1,8,4,2
258.0,50,4,154,40590.0,3,3,6.0,0,11,37.0,2,1,6,5,1
31.0,5,0,9,30560.0,3,1,4.0,1,5,7.0,1,1,7,1,2
66.0,23,0,26,32146.0,4,2,4.0,3,7,3.0,1,1,6,2,2
174.0,44,1,77,41713.0,4,3,10.0,8,10,25.0,2,1,6,5,2
28.0,7,0,11,34176.0,3,1,4.0,2,2,2.0,1,1,3,1,2
731.0,115,4,576,58482.0,9,7,19.0,7,7,7.0,1,1,6,2,1
274.0,89,1,89,59686.0,6,4,34.0,15,42,5.0,1,1,4,1,1
1701.0,399,10,1013,60896.0,4,9,60.0,30,46,126.5,1,1,6,3,1
312.0,48,2,224,62994.0,4,6,4.0,12,12,12.0,1,1,6,1,1
414.0,111,1,200,47320.0,8,5,50.0,19,15,19.0,1,1,6,6,1
1565.0,556,5,570,74859.0,11,6,120.5,73,81,73.0,0,0,3,1,0
29.0,3,0,1,15253.0,3,1,8.0,3,1,13.0,1,1,7,2,2
94.0,20,1,62,31560.0,3,2,4.0,1,0,7.0,1,1,8,2,2
1338.0,300,4,531,72071.0,8,5,120.5,69,81,126.5,1,1,2,3,0
1092.0,556,3,162,91172.0,7,4,0.0,28,28,56.0,0,0,3,0,0
1479.0,133,8,675,90000.0,5,4,94.0,81,81,126.5,0,0,1,1,0
54.0,10,0,23,41967.0,3,1,0.0,4,2,15.0,2,1,4,1,2
568.0,32,1,492,69263.0,7,9,13.0,5,5,21.0,1,1,6,1,1
1199.0,129,3,918,65706.0,12,11,13.0,10,0,126.5,0,0,7,1,0
873.0,155,4,224,60934.0,11,6,120.5,81,81,54.0,1,1,4,2,0
1213.0,286,3,572,71965.0,5,6,50.0,19,38,126.5,1,1,3,3,1
731.0,70,3,626,65210.0,8,9,0.0,0,7,28.0,1,1,6,2,1
2043.0,518,6,1074,79174.0,7,5,120.5,37,81,126.5,0,0,2,1,0
1893.0,556,2,741,81380.0,10,4,120.5,68,68,103.0,0,0,2,1,0
424.0,50,1,322,48432.0,6,7,4.0,3,3,42.0,1,1,8,5,1
575.0,44,3,254,52914.0,3,7,30.0,10,10,126.5,1,1,7,2,1
257.0,82,1,116,38946.0,6,3,6.0,6,6,41.0,1,1,5,2,1
56.0,18,0,22,26067.0,3,3,0.0,2,2,12.0,1,1,8,3,2
542.0,21,2,516,44325.0,7,8,0.0,0,0,5.0,1,1,8,4,1
125.0,11,1,14,42523.0,4,1,3.0,36,26,35.0,0,0,2,1,2
69.0,10,1,2,26487.0,3,2,12.0,8,14,23.0,1,1,5,3,2
40.0,9,0,28,53233.0,3,1,3.0,0,0,0.0,1,1,4,1,2
1016.0,217,4,530,67716.0,13,7,62.0,81,9,56.0,1,1,5,4,1
907.0,167,3,519,76234.0,11,8,120.5,50,0,41.0,1,1,3,1,0
1566.0,556,10,611,84117.0,6,7,59.0,76,45,26.0,0,0,2,1,0
1169.0,500,5,240,65487.0,6,3,120.5,67,0,126.5,0,0,2,3,0
46.0,12,1,4,25224.0,3,1,11.0,9,2,8.0,1,1,3,2,2
1644.0,556,5,671,89616.0,12,7,120.5,47,81,15.0,0,0,2,1,0
59.0,7,1,23,40851.0,2,1,0.0,1,4,24.0,2,1,7,1,2
17.0,2,0,9,27469.0,3,0,3.0,1,2,0.0,0,0,6,1,2
1853.0,556,7,556,82347.0,10,7,120.5,54,81,63.0,0,0,3,1,0
1528.0,363,5,833,73803.0,6,9,52.0,80,26,126.5,1,1,6,2,1
35.0,13,0,12,8820.0,3,3,4.0,0,2,4.0,2,1,8,4,2
141.0,48,0,56,43322.0,4,3,10.0,7,2,18.0,0,0,7,1,2
546.0,124,6,293,55593.0,3,6,11.0,8,4,106.0,1,1,6,2,1
500.0,38,4,297,50501.0,4,5,13.0,0,0,126.5,2,1,6,7,1
61.0,16,0,39,37085.0,3,3,2.0,1,0,3.0,2,1,8,4,2
106.0,16,2,5,16185.0,2,2,21.0,11,8,45.0,1,1,8,2,2
704.0,300,8,266,57731.0,6,8,65.0,21,8,44.0,1,1,6,4,1
424.0,50,1,322,48432.0,6,7,4.0,3,3,42.0,1,1,8,5,1
849.0,156,5,366,73807.0,11,5,71.0,81,78,54.0,1,1,2,2,0
85.0,8,0,32,18929.0,4,1,23.0,0,4,18.0,0,0,6,1,2
199.0,23,1,158,35893.0,5,3,0.0,0,0,18.0,2,1,8,6,2
1147.0,495,3,269,61014.0,4,9,120.5,81,43,29.0,1,1,7,4,1
54.0,10,1,41,32144.0,3,2,0.0,0,0,3.0,2,1,7,4,2
43.0,3,0,3,14918.0,3,1,15.0,3,4,15.0,1,1,6,1,2
53.0,5,1,33,45146.0,2,1,0.0,0,0,15.0,2,1,4,2,2
521.0,131,1,302,41769.0,7,8,32.0,29,0,27.0,1,1,8,6,1
1623.0,556,2,519,88325.0,9,6,93.0,71,27,53.0,0,0,2,1,0
45.0,17,0,23,38054.0,3,2,2.0,2,1,0.0,2,1,7,2,2
1435.0,556,6,594,80617.0,8,4,72.0,51,55,32.0,0,0,2,1,0
32.0,7,0,12,5305.0,0,1,1.0,4,3,5.0,1,1,13,0,2
16.0,5,0,4,36807.0,2,1,0.0,2,0,5.0,2,1,6,1,2
52.0,19,0,18,28427.0,3,2,3.0,3,3,6.0,1,1,8,2,2
1234.0,377,6,332,82032.0,7,4,120.5,81,81,57.0,0,0,1,0,0
15.0,8,0,5,22775.0,2,1,0.0,1,0,1.0,1,1,8,1,2
415.0,129,1,171,40101.0,6,6,26.0,3,24,62.0,1,1,7,4,1
470.0,88,2,270,58025.0,10,3,11.0,31,48,22.0,1,1,4,3,1
1438.0,538,6,712,75777.0,11,3,69.0,26,13,80.0,0,0,1,1,0
53.0,11,2,2,7500.0,2,3,3.0,8,8,21.0,1,1,7,4,2
51.0,12,0,21,33562.0,4,2,0.0,12,3,3.0,3,1,4,3,2
679.0,58,6,580,57642.0,6,7,8.0,6,0,27.0,1,1,4,3,1
586.0,68,2,368,58554.0,6,8,38.0,24,0,88.0,2,1,7,6,1
653.0,106,1,457,63777.0,6,11,15.0,5,17,53.0,2,1,8,8,1
468.0,137,2,229,57967.0,8,4,4.0,7,0,91.0,1,1,5,5,1
1679.0,556,0,32,51381.5,1,0,12.0,2,4,22.0,0,0,0,0,0
50.0,8,1,3,24434.0,2,2,20.0,2,0,17.0,2,1,7,2,2
84.0,26,1,24,11012.0,2,3,7.0,3,1,23.0,1,1,9,3,2
1049.0,143,4,853,44802.0,12,9,13.0,10,10,20.0,0,0,8,2,1
22.0,6,0,5,26816.0,3,0,3.0,1,4,3.0,0,0,4,1,2
62.0,18,1,9,117416.25,3,3,8.0,14,1,12.0,1,1,6,4,2
30.0,7,0,3,34421.0,2,1,6.0,3,2,9.0,1,1,7,1,2
1341.0,182,3,709,61223.0,4,9,42.0,43,81,126.5,1,1,5,2,1
444.0,30,2,406,64014.0,5,8,0.0,0,0,8.0,3,1,7,7,1
1241.0,217,3,908,56981.0,13,2,32.0,48,12,24.0,0,0,6,1,0
843.0,214,5,428,69245.0,10,6,80.0,30,30,61.0,1,1,3,2,0
172.0,61,1,84,52869.0,4,3,2.0,3,1,21.0,2,1,7,3,2
